2016 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0107,Local CCP,HEALTH CARE SERVICE CORPORATION,Blue Cross and Blue Shield of Montana,Health Care Service Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,95%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,5%,No data available,78%,75%,No data available
H0137,Demo,"COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0141,Local CCP,"MCLAREN HEALTH PLAN, INC.",McLaren Advantage,McLaren Health Care Corporation,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,98%,94%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,80,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,9%,73%,74%,74%,No data available
H0147,Demo,"HEALTHKEEPERS, INC.",Anthem HealthKeepers,Anthem Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0148,Demo,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st Health Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0150,Local CCP,"HEALTHSPRING OF ALABAMA, INC.",Cigna-HealthSpring,CIGNA,83%,80%,64%,67%,76%,46%,99%,62.4%,96%,85%,94%,81%,79%,96%,85%,71%,73%,65%,10%,85%,73%,88%,87%,88%,84%,0.13,9%,80,Medicare shows only a Star Rating for this topic,91%,91%,94%,98%,0.0,Not enough data available,0.13,9%,80,Medicare shows only a Star Rating for this topic,86%,93%,99,4%,72%,74%,70%,39.8%
H0151,Local CCP,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",68%,63%,68%,71%,75%,39%,98%,18.6%,95%,76%,95%,49%,64%,89%,72%,67%,75%,66%,11%,81%,70%,88%,82%,85%,82%,0.16,18%,100,Medicare shows only a Star Rating for this topic,100%,100%,96%,98%,0.3,Not enough data available,0.16,18%,100,Medicare shows only a Star Rating for this topic,85%,92%,98,7%,69%,73%,68%,45.4%
H0154,Local CCP,"VIVA HEALTH, INC.",VIVA Medicare,UAB Health System,74%,70%,66%,72%,78%,47%,96%,53.8%,94%,78%,89%,46%,69%,91%,76%,70%,75%,60%,8%,87%,72%,92%,87%,89%,83%,0.06,6%,100,Medicare shows only a Star Rating for this topic,99%,90%,93%,97%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.06,6%,100,Medicare shows only a Star Rating for this topic,88%,94%,99,5%,74%,76%,72%,54.4%
H0174,Local CCP,"TODAY'S OPTIONS OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0192,Demo,"AMERIHEALTH MICHIGAN, INC.",AmeriHealth Caritas VIP Care Plus,Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0251,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",61%,55%,69%,70%,81%,42%,93%,25.9%,88%,64%,88%,27%,55%,89%,70%,63%,64%,71%,11%,88%,75%,91%,85%,87%,85%,0.16,10%,100,Medicare shows only a Star Rating for this topic,97%,87%,96%,98%,0.8,100%,0.16,10%,100,Medicare shows only a Star Rating for this topic,88%,91%,98,13%,69%,70%,67%,43.8%
H0281,Demo,ILLINICARE HEALTH PLAN,IlliniCare Health,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0294,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",87%,62%,67%,Plan too new to be measured,Plan too new to be measured,41%,94%,29.2%,88%,80%,92%,Not enough data available,69%,93%,74%,68%,86%,49%,12%,84%,81%,86%,87%,79%,86%,0.25,13%,100,Medicare shows only a Star Rating for this topic,100%,88%,96%,98%,0.0,Not enough data available,0.25,13%,100,Medicare shows only a Star Rating for this topic,77%,88%,98,5%,78%,83%,78%,45.5%
H0302,Local CCP,"MEDISUN, INC.",Blue Cross Blue Shield of Arizona Advantage,"Veritage, LLC",79%,72%,74%,69%,82%,55%,97%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,27%,64%,92%,81%,77%,72%,58%,9%,82%,76%,88%,85%,86%,86%,0.16,5%,100,Medicare shows only a Star Rating for this topic,93%,87%,98%,95%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.16,5%,100,Medicare shows only a Star Rating for this topic,87%,92%,99,10%,81%,83%,78%,CMS identified issues with this plan's data
H0321,Local CCP,"ARIZONA PHYSICIANS IPA, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",64%,55%,61%,67%,72%,46%,91%,30.8%,85%,53%,83%,28%,69%,89%,64%,56%,73%,63%,9%,81%,71%,83%,85%,84%,84%,0.19,7%,100,Medicare shows only a Star Rating for this topic,93%,91%,96%,98%,3.8,76%,0.19,7%,100,Medicare shows only a Star Rating for this topic,82%,88%,98,9%,70%,71%,67%,27.7%
H0332,Local CCP,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,"Kelsey-Seybold Medical Group, PLLC",85%,80%,81%,68%,81%,64%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,44%,79%,97%,86%,80%,83%,55%,9%,88%,81%,94%,90%,93%,88%,0.10,4%,100,Medicare shows only a Star Rating for this topic,90%,96%,92%,94%,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.10,4%,100,Medicare shows only a Star Rating for this topic,89%,94%,97,5%,81%,84%,79%,76.1%
H0336,Demo,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0351,Local CCP,"HEALTH NET OF ARIZONA, INC.","Health Net of Arizona, Inc.","Health Net, Inc.",71%,63%,68%,71%,77%,52%,96%,38.0%,98%,84%,90%,30%,66%,95%,82%,75%,73%,55%,10%,74%,72%,82%,83%,83%,83%,0.22,17%,80,Medicare shows only a Star Rating for this topic,96%,86%,96%,96%,2.0,66%,0.22,17%,80,Medicare shows only a Star Rating for this topic,84%,90%,99,5%,78%,80%,77%,24.2%
H0354,Local CCP,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,CIGNA,84%,81%,76%,66%,81%,50%,99%,78.6%,99%,97%,99%,62%,86%,97%,91%,91%,82%,56%,9%,85%,80%,86%,88%,89%,85%,0.09,5%,80,Medicare shows only a Star Rating for this topic,100%,87%,98%,98%,0.0,Not enough data available,0.09,5%,80,Medicare shows only a Star Rating for this topic,89%,93%,98,6%,79%,81%,79%,63.2%
H0408,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,97%,98%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available
H0423,Local CCP,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,New York City Health and Hospitals Corporation,84%,73%,76%,64%,74%,56%,94%,61.4%,89%,38%,90%,Not enough data available,78%,92%,80%,64%,88%,71%,14%,79%,66%,81%,82%,85%,81%,0.16,15%,100,Medicare shows only a Star Rating for this topic,99%,91%,61%,68%,0.0,Not enough data available,0.16,15%,100,Medicare shows only a Star Rating for this topic,83%,85%,99,4%,77%,74%,68%,28.4%
H0435,Local CCP,"GLOBALHEALTH, INC.",GLOBALHEALTH MEDICARE,"Kinderhook Capital Fund III, L.P.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,94%,84%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,7%,65%,79%,72%,18.2%
H0439,Local CCP,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna-HealthSpring,CIGNA,Not enough data available,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,54%,90%,61%,38%,Not enough data available,Plan too new to be measured,22%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,0.30,21%,100,Not enough data available,Not enough data available,Not enough data available,94%,98%,0.0,Not enough data available,0.30,21%,100,Not enough data available,Not enough data available,Not enough data available,99,4%,71%,73%,68%,34.9%
