row_id,icd9_code,short_title,long_title
41,01775,tb of spleen-histo dx,"tuberculosis of spleen, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
42,01776,tb of spleen-oth test,"tuberculosis of spleen, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
43,01780,tb esophagus-unspec,"tuberculosis of esophagus, unspecified"
44,01781,tb esophagus-no exam,"tuberculosis of esophagus, bacteriological or histological examination not done"
45,01782,tb esophagus-exam unkn,"tuberculosis of esophagus, bacteriological or histological examination unknown (at present)"
46,01783,tb esophagus-micro dx,"tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy"
47,01784,tb esophagus-cult dx,"tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
48,01785,tb esophagus-histo dx,"tuberculosis of esophagus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
49,01786,tb esophagus-oth test,"tuberculosis of esophagus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
50,01790,tb of organ nec-unspec,"tuberculosis of other specified organs, unspecified"
51,01791,tb of organ nec-no exam,"tuberculosis of other specified organs, bacteriological or histological examination not done"
52,0063,amebic liver abscess,amebic liver abscess
53,0064,amebic lung abscess,amebic lung abscess
54,0065,amebic brain abscess,amebic brain abscess
55,0066,amebic skin ulceration,amebic skin ulceration
56,0068,amebic infection nec,amebic infection of other sites
57,0069,amebiasis nos,"amebiasis, unspecified"
58,0070,balantidiasis,balantidiasis
59,0071,giardiasis,giardiasis
60,0072,coccidiosis,coccidiosis
61,0073,intest trichomoniasis,intestinal trichomoniasis
62,0074,cryptosporidiosis,cryptosporidiosis
63,0075,cyclosporiasis,cyclosporiasis
64,0078,protozoal intest dis nec,other specified protozoal intestinal diseases
65,0079,protozoal intest dis nos,unspecified protozoal intestinal disease
66,00800,intest infec e coli nos,"intestinal infection due to e. coli, unspecified"
67,00801,int inf e coli entrpath,intestinal infection due to enteropathogenic e. coli
68,00802,int inf e coli entrtoxgn,intestinal infection due to enterotoxigenic e. coli
69,00803,int inf e coli entrnvsv,intestinal infection due to enteroinvasive e. coli
70,00804,int inf e coli entrhmrg,intestinal infection due to enterohemorrhagic e. coli
71,00809,int inf e coli spcf nec,intestinal infection due to other intestinal e. coli infections
72,0081,arizona enteritis,intestinal infection due to arizona group of paracolon bacilli
73,0082,aerobacter enteritis,intestinal infection due to aerobacter aerogenes
74,0083,proteus enteritis,intestinal infection due to proteus (mirabilis) (morganii)
75,00841,staphylococc enteritis,intestinal infection due to staphylococcus
76,00842,pseudomonas enteritis,intestinal infection due to pseudomonas
77,00843,int infec campylobacter,intestinal infection due to campylobacter
78,00844,int inf yrsnia entrcltca,intestinal infection due to yersinia enterocolitica
79,00845,int inf clstrdium dfcile,intestinal infection due to clostridium difficile
80,00846,intes infec oth anerobes,intestinal infection due to other anaerobes
81,00847,int inf oth grm neg bctr,intestinal infection due to other gram-negative bacteria
82,00849,bacterial enteritis nec,intestinal infection due to other organisms
83,0085,bacterial enteritis nos,"bacterial enteritis, unspecified"
84,00861,intes infec rotavirus,enteritis due to rotavirus
85,00862,intes infec adenovirus,enteritis due to adenovirus
86,00863,int inf norwalk virus,enteritis due to norwalk virus
87,00864,int inf oth sml rnd vrus,enteritis due to other small round viruses [srv's]
88,00865,enteritis d/t calicivirs,enteritis due to calicivirus
89,00866,intes infec astrovirus,enteritis due to astrovirus
90,00867,int inf enterovirus nec,enteritis due to enterovirus nec
91,00869,other viral intes infec,enteritis due to other viral enteritis
92,0088,viral enteritis nos,"intestinal infection due to other organism, not elsewhere classified"
93,0090,infectious enteritis nos,"infectious colitis, enteritis, and gastroenteritis"
94,0091,enteritis of infect orig,"colitis, enteritis, and gastroenteritis of presumed infectious origin"
95,0092,infectious diarrhea nos,infectious diarrhea
96,0093,diarrhea of infect orig,diarrhea of presumed infectious origin
97,01000,prim tb complex-unspec,"primary tuberculous infection, unspecified"
98,01001,prim tb complex-no exam,"primary tuberculous infection, bacteriological or histological examination not done"
99,01002,prim tb complex-exm unkn,"primary tuberculous infection, bacteriological or histological examination unknown (at present)"
100,01003,prim tb complex-micro dx,"primary tuberculous infection, tubercle bacilli found (in sputum) by microscopy"
101,01004,prim tb complex-cult dx,"primary tuberculous infection, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
102,01005,prim tb complex-histo dx,"primary tuberculous infection, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
103,01006,prim tb complex-oth test,"primary tuberculous infection, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
104,01010,prim tb pleurisy-unspec,"tuberculous pleurisy in primary progressive tuberculosis, unspecified"
105,01011,prim tb pleurisy-no exam,"tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination not done"
106,01012,prim tb pleur-exam unkn,"tuberculous pleurisy in primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
107,01013,prim tb pleuris-micro dx,"tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
108,01014,prim tb pleurisy-cult dx,"tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
109,01015,prim tb pleuris-histo dx,"tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
110,01016,prim tb pleuris-oth test,"tuberculous pleurisy in primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
111,01080,prim prog tb nec-unspec,"other primary progressive tuberculosis, unspecified"
112,01081,prim prog tb nec-no exam,"other primary progressive tuberculosis, bacteriological or histological examination not done"
113,01082,prim pr tb nec-exam unkn,"other primary progressive tuberculosis, bacteriological or histological examination unknown (at present)"
114,01083,prim prg tb nec-micro dx,"other primary progressive tuberculosis, tubercle bacilli found (in sputum) by microscopy"
115,01084,prim prog tb nec-cult dx,"other primary progressive tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
116,01085,prim prg tb nec-histo dx,"other primary progressive tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
117,01086,prim prg tb nec-oth test,"other primary progressive tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
118,01090,primary tb nos-unspec,"primary tuberculous infection, unspecified, unspecified"
119,01091,primary tb nos-no exam,"primary tuberculous infection, unspecified, bacteriological or histological examination not done"
120,01092,primary tb nos-exam unkn,"primary tuberculous infection, unspecified, bacteriological or histological examination unknown (at present)"
121,01093,primary tb nos-micro dx,"primary tuberculous infection, unspecified, tubercle bacilli found (in sputum) by microscopy"
122,01094,primary tb nos-cult dx,"primary tuberculous infection, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
123,01095,primary tb nos-histo dx,"primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
124,01096,primary tb nos-oth test,"primary tuberculous infection, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
125,01100,tb lung infiltr-unspec,"tuberculosis of lung, infiltrative, unspecified"
126,01101,tb lung infiltr-no exam,"tuberculosis of lung, infiltrative, bacteriological or histological examination not done"
127,01102,tb lung infiltr-exm unkn,"tuberculosis of lung, infiltrative, bacteriological or histological examination unknown (at present)"
128,01103,tb lung infiltr-micro dx,"tuberculosis of lung, infiltrative, tubercle bacilli found (in sputum) by microscopy"
129,01104,tb lung infiltr-cult dx,"tuberculosis of lung, infiltrative, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
130,01105,tb lung infiltr-histo dx,"tuberculosis of lung, infiltrative, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
131,01106,tb lung infiltr-oth test,"tuberculosis of lung, infiltrative, tubercle bacilli not found bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
132,01110,tb lung nodular-unspec,"tuberculosis of lung, nodular, unspecified"
133,01111,tb lung nodular-no exam,"tuberculosis of lung, nodular, bacteriological or histological examination not done"
134,01112,tb lung nodul-exam unkn,"tuberculosis of lung, nodular, bacteriological or histological examination unknown (at present)"
135,01113,tb lung nodular-micro dx,"tuberculosis of lung, nodular, tubercle bacilli found (in sputum) by microscopy"
136,01114,tb lung nodular-cult dx,"tuberculosis of lung, nodular, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
137,01115,tb lung nodular-histo dx,"tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
138,01116,tb lung nodular-oth test,"tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
139,01120,tb lung w cavity-unspec,"tuberculosis of lung with cavitation, unspecified"
140,01121,tb lung w cavity-no exam,"tuberculosis of lung with cavitation, bacteriological or histological examination not done"
141,01122,tb lung cavity-exam unkn,"tuberculosis of lung with cavitation, bacteriological or histological examination unknown (at present)"
142,01123,tb lung w cavit-micro dx,"tuberculosis of lung with cavitation, tubercle bacilli found (in sputum) by microscopy"
143,01124,tb lung w cavity-cult dx,"tuberculosis of lung with cavitation, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
144,01125,tb lung w cavit-histo dx,"tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
145,01126,tb lung w cavit-oth test,"tuberculosis of lung with cavitation, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
146,01130,tb of bronchus-unspec,"tuberculosis of bronchus, unspecified"
147,01131,tb of bronchus-no exam,"tuberculosis of bronchus, bacteriological or histological examination not done"
148,01132,tb of bronchus-exam unkn,"tuberculosis of bronchus, bacteriological or histological examination unknown (at present)"
149,01133,tb of bronchus-micro dx,"tuberculosis of bronchus, tubercle bacilli found (in sputum) by microscopy"
150,01134,tb of bronchus-cult dx,"tuberculosis of bronchus, tubercle bacilli not found (in sputum) by microscopy, but found in bacterial culture"
151,01135,tb of bronchus-histo dx,"tuberculosis of bronchus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
152,01136,tb of bronchus-oth test,"tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
153,01140,tb lung fibrosis-unspec,"tuberculous fibrosis of lung, unspecified"
154,01141,tb lung fibrosis-no exam,"tuberculous fibrosis of lung, bacteriological or histological examination not done"
155,01142,tb lung fibros-exam unkn,"tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)"
156,01143,tb lung fibros-micro dx,"tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy"
157,01144,tb lung fibrosis-cult dx,"tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
158,01145,tb lung fibros-histo dx,"tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
159,01146,tb lung fibros-oth test,"tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
160,01150,tb bronchiectasis-unspec,"tuberculous bronchiectasis, unspecified"
161,01151,tb bronchiect-no exam,"tuberculous bronchiectasis, bacteriological or histological examination not done"
162,01152,tb bronchiect-exam unkn,"tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)"
163,01153,tb bronchiect-micro dx,"tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy"
164,01154,tb bronchiect-cult dx,"tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
165,01155,tb bronchiect-histo dx,"tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
166,01156,tb bronchiect-oth test,"tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
167,01160,tb pneumonia-unspec,"tuberculous pneumonia [any form], unspecified"
168,01161,tb pneumonia-no exam,"tuberculous pneumonia [any form], bacteriological or histological examination not done"
169,01162,tb pneumonia-exam unkn,"tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)"
170,01163,tb pneumonia-micro dx,"tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy"
171,01164,tb pneumonia-cult dx,"tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
172,01165,tb pneumonia-histo dx,"tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
173,01166,tb pneumonia-oth test,"tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
174,01170,tb pneumothorax-unspec,"tuberculous pneumothorax, unspecified"
175,01171,tb pneumothorax-no exam,"tuberculous pneumothorax, bacteriological or histological examination not done"
176,01172,tb pneumothorx-exam unkn,"tuberculous pneumothorax, bacteriological or histological examination unknown (at present)"
177,01173,tb pneumothorax-micro dx,"tuberculous pneumothorax, tubercle bacilli found (in sputum) by microscopy"
178,01174,tb pneumothorax-cult dx,"tuberculous pneumothorax, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
179,01175,tb pneumothorax-histo dx,"tuberculous pneumothorax, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
180,01176,tb pneumothorax-oth test,"tuberculous pneumothorax, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
181,01180,pulmonary tb nec-unspec,"other specified pulmonary tuberculosis, unspecified"
182,01181,pulmonary tb nec-no exam,"other specified pulmonary tuberculosis, bacteriological or histological examination not done"
183,01182,pulmon tb nec-exam unkn,"other specified pulmonary tuberculosis, bacteriological or histological examination unknown (at present)"
184,01183,pulmon tb nec-micro dx,"other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
185,01184,pulmon tb nec-cult dx,"other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
186,01185,pulmon tb nec-histo dx,"other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
187,01186,pulmon tb nec-oth test,"other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
188,01190,pulmonary tb nos-unspec,"pulmonary tuberculosis, unspecified, unspecified"
189,01191,pulmonary tb nos-no exam,"pulmonary tuberculosis, unspecified, bacteriological or histological examination not done"
190,01192,pulmon tb nos-exam unkn,"pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
191,01193,pulmon tb nos-micro dx,"pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
192,01194,pulmon tb nos-cult dx,"pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
193,01195,pulmon tb nos-histo dx,"pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
194,01196,pulmon tb nos-oth test,"pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
195,01200,tb pleurisy-unspec,"tuberculous pleurisy, unspecified"
196,01201,tb pleurisy-no exam,"tuberculous pleurisy, bacteriological or histological examination not done"
197,01202,tb pleurisy-exam unkn,"tuberculous pleurisy, bacteriological or histological examination unknown (at present)"
198,01203,tb pleurisy-micro dx,"tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"
199,01204,tb pleurisy-cult dx,"tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
200,01205,tb pleurisy-histolog dx,"tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
201,01206,tb pleurisy-oth test,"tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
202,01210,tb thoracic nodes-unspec,"tuberculosis of intrathoracic lymph nodes, unspecified"
203,01211,tb thorax node-no exam,"tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination not done"
204,01212,tb thorax node-exam unkn,"tuberculosis of intrathoracic lymph nodes, bacteriological or histological examination unknown (at present)"
205,01213,tb thorax node-micro dx,"tuberculosis of intrathoracic lymph nodes, tubercle bacilli found (in sputum) by microscopy"
206,01214,tb thorax node-cult dx,"tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
207,01215,tb thorax node-histo dx,"tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
208,01216,tb thorax node-oth test,"tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
209,01220,isol tracheal tb-unspec,"isolated tracheal or bronchial tuberculosis, unspecified"
210,01221,isol tracheal tb-no exam,"isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done"
211,01222,isol trach tb-exam unkn,"isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)"
212,01223,isolat trach tb-micro dx,"isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"
213,01224,isol tracheal tb-cult dx,"isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
214,01225,isolat trach tb-histo dx,"isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
215,01226,isolat trach tb-oth test,"isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
216,01230,tb laryngitis-unspec,"tuberculous laryngitis, unspecified"
217,01231,tb laryngitis-no exam,"tuberculous laryngitis, bacteriological or histological examination not done"
218,01232,tb laryngitis-exam unkn,"tuberculous laryngitis, bacteriological or histological examination unknown (at present)"
219,01233,tb laryngitis-micro dx,"tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy"
220,01234,tb laryngitis-cult dx,"tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
221,01235,tb laryngitis-histo dx,"tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
222,01236,tb laryngitis-oth test,"tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
223,01280,resp tb nec-unspec,"other specified respiratory tuberculosis, unspecified"
224,01281,resp tb nec-no exam,"other specified respiratory tuberculosis, bacteriological or histological examination not done"
225,01282,resp tb nec-exam unkn,"other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)"
226,01283,resp tb nec-micro dx,"other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy"
227,01284,resp tb nec-cult dx,"other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
228,01285,resp tb nec-histo dx,"other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
229,01286,resp tb nec-oth test,"other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
230,01300,tb meningitis-unspec,"tuberculous meningitis, unspecified"
231,01301,tb meningitis-no exam,"tuberculous meningitis, bacteriological or histological examination not done"
232,0010,cholera d/t vib cholerae,cholera due to vibrio cholerae
233,0011,cholera d/t vib el tor,cholera due to vibrio cholerae el tor
234,0019,cholera nos,"cholera, unspecified"
235,0020,typhoid fever,typhoid fever
236,0021,paratyphoid fever a,paratyphoid fever a
237,0022,paratyphoid fever b,paratyphoid fever b
238,0023,paratyphoid fever c,paratyphoid fever c
239,0029,paratyphoid fever nos,"paratyphoid fever, unspecified"
240,0030,salmonella enteritis,salmonella gastroenteritis
241,0031,salmonella septicemia,salmonella septicemia
242,00320,local salmonella inf nos,"localized salmonella infection, unspecified"
243,00321,salmonella meningitis,salmonella meningitis
244,00322,salmonella pneumonia,salmonella pneumonia
245,00323,salmonella arthritis,salmonella arthritis
246,00324,salmonella osteomyelitis,salmonella osteomyelitis
247,00329,local salmonella inf nec,other localized salmonella infections
248,0038,salmonella infection nec,other specified salmonella infections
249,0039,salmonella infection nos,"salmonella infection, unspecified"
250,0040,shigella dysenteriae,shigella dysenteriae
251,0041,shigella flexneri,shigella flexneri
252,0042,shigella boydii,shigella boydii
253,0043,shigella sonnei,shigella sonnei
254,0048,shigella infection nec,other specified shigella infections
255,0049,shigellosis nos,"shigellosis, unspecified"
256,0050,staph food poisoning,staphylococcal food poisoning
257,0051,botulism food poisoning,botulism food poisoning
258,0052,food pois d/t c. perfrin,food poisoning due to clostridium perfringens (c. welchii)
259,0053,food pois: clostrid nec,food poisoning due to other clostridia
260,0054,food pois: v. parahaem,food poisoning due to vibrio parahaemolyticus
261,00581,food poisn d/t v. vulnif,food poisoning due to vibrio vulnificus
262,00589,bact food poisoning nec,other bacterial food poisoning
263,0059,food poisoning nos,"food poisoning, unspecified"
264,0060,ac amebiasis w/o abscess,acute amebic dysentery without mention of abscess
265,0061,chr amebiasis w/o absces,chronic intestinal amebiasis without mention of abscess
266,0062,amebic nondysent colitis,amebic nondysenteric colitis
267,01676,tb fem gen nec-oth test,"tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
268,01690,gu tb nos-unspec,"genitourinary tuberculosis, unspecified, unspecified"
269,01691,gu tb nos-no exam,"genitourinary tuberculosis, unspecified, bacteriological or histological examination not done"
270,01692,gu tb nos-exam unkn,"genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
271,01693,gu tb nos-micro dx,"genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
272,01694,gu tb nos-cult dx,"genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
273,01695,gu tb nos-histo dx,"genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
274,01696,gu tb nos-oth test,"genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
275,01700,tb skin/subcutan-unspec,"tuberculosis of skin and subcutaneous cellular tissue, unspecified"
276,01701,tb skin/subcut-no exam,"tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done"
277,01702,tb skin/subcut-exam unkn,"tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)"
278,01703,tb skin/subcut-micro dx,"tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy"
279,01704,tb skin/subcut-cult dx,"tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
